Country,Element,Item,Year,Value
Lesotho,Production,Maize and products,1995,63000
Lesotho,Production,Maize and products,2000,107000
Lesotho,Production,Maize and products,2005,79000
Lesotho,Production,Maize and products,2010,128000
Lesotho,Production,Maize and products,2011,73000
Lesotho,Production,Maize and products,2012,42000
Lesotho,Production,Maize and products,2013,86000
Lesotho,Import Quantity,Maize and products,1965,35000
Lesotho,Import Quantity,Maize and products,1970,43000
Lesotho,Import Quantity,Maize and products,1975,37000
Lesotho,Import Quantity,Maize and products,1980,74000
Lesotho,Import Quantity,Maize and products,1985,57000
Lesotho,Import Quantity,Maize and products,1990,128000
Lesotho,Import Quantity,Maize and products,1995,200000
Lesotho,Import Quantity,Maize and products,2000,122000
Lesotho,Import Quantity,Maize and products,2005,114000
Lesotho,Import Quantity,Maize and products,2010,257000
Lesotho,Import Quantity,Maize and products,2011,294000
Lesotho,Import Quantity,Maize and products,2012,304000
Lesotho,Import Quantity,Maize and products,2013,181000
Liberia,Total Population - Both sexes,Population,1965,1253000
Liberia,Total Population - Both sexes,Population,1970,1420000
Liberia,Total Population - Both sexes,Population,1975,1629000
Liberia,Total Population - Both sexes,Population,1980,1893000
Liberia,Total Population - Both sexes,Population,1985,2197000
Liberia,Total Population - Both sexes,Population,1990,2103000
Liberia,Total Population - Both sexes,Population,1995,2080000
Liberia,Total Population - Both sexes,Population,2000,2892000
Liberia,Total Population - Both sexes,Population,2005,3270000
Liberia,Total Population - Both sexes,Population,2010,3958000
Liberia,Total Population - Both sexes,Population,2011,4080000
Liberia,Total Population - Both sexes,Population,2012,4190000
Liberia,Total Population - Both sexes,Population,2013,4294000
Liberia,Import Quantity,Wheat and products,1965,6000
Liberia,Import Quantity,Wheat and products,1970,9000
Liberia,Import Quantity,Wheat and products,1975,11000
Liberia,Import Quantity,Wheat and products,1980,12000
Liberia,Import Quantity,Wheat and products,1985,18000
Liberia,Import Quantity,Wheat and products,1990,5000
Liberia,Import Quantity,Wheat and products,1995,128000
Liberia,Import Quantity,Wheat and products,2000,100000
Liberia,Import Quantity,Wheat and products,2005,119000
Liberia,Import Quantity,Wheat and products,2010,57000
Liberia,Import Quantity,Wheat and products,2011,47000
Liberia,Import Quantity,Wheat and products,2012,58000
Liberia,Import Quantity,Wheat and products,2013,44000
Liberia,Production,Rice (Milled Equivalent),1965,90000
Liberia,Production,Rice (Milled Equivalent),1970,127000
Liberia,Production,Rice (Milled Equivalent),1975,153000
Liberia,Production,Rice (Milled Equivalent),1980,162000
Liberia,Production,Rice (Milled Equivalent),1985,193000
Liberia,Production,Rice (Milled Equivalent),1990,120000
Liberia,Production,Rice (Milled Equivalent),1995,37000
Liberia,Production,Rice (Milled Equivalent),2000,122000
Liberia,Production,Rice (Milled Equivalent),2005,103000
Liberia,Production,Rice (Milled Equivalent),2010,197000
Liberia,Production,Rice (Milled Equivalent),2011,199000
Liberia,Production,Rice (Milled Equivalent),2012,194000
Liberia,Production,Rice (Milled Equivalent),2013,180000
Liberia,Import Quantity,Rice (Milled Equivalent),1965,32000
Liberia,Import Quantity,Rice (Milled Equivalent),1970,49000
Liberia,Import Quantity,Rice (Milled Equivalent),1975,31000
Liberia,Import Quantity,Rice (Milled Equivalent),1980,87000
Liberia,Import Quantity,Rice (Milled Equivalent),1985,85000
Liberia,Import Quantity,Rice (Milled Equivalent),1990,65000
Liberia,Import Quantity,Rice (Milled Equivalent),1995,30000
Liberia,Import Quantity,Rice (Milled Equivalent),2000,81000
Liberia,Import Quantity,Rice (Milled Equivalent),2005,154000
Liberia,Import Quantity,Rice (Milled Equivalent),2010,299000
Liberia,Import Quantity,Rice (Milled Equivalent),2011,151000
Liberia,Import Quantity,Rice (Milled Equivalent),2012,243000
Liberia,Import Quantity,Rice (Milled Equivalent),2013,271000
Liberia,Import Quantity,Barley and products,1965,0
Liberia,Import Quantity,Barley and products,1970,1000
Liberia,Import Quantity,Barley and products,1975,3000
Liberia,Import Quantity,Barley and products,1980,4000
Liberia,Import Quantity,Barley and products,1985,2000
Liberia,Import Quantity,Barley and products,1990,1000
Liberia,Import Quantity,Barley and products,1995,2000
Liberia,Import Quantity,Barley and products,2000,1000
Liberia,Import Quantity,Barley and products,2005,2000
Liberia,Import Quantity,Barley and products,2010,1000
Liberia,Import Quantity,Barley and products,2011,4000
Liberia,Import Quantity,Barley and products,2012,4000
Liberia,Import Quantity,Barley and products,2013,4000
Liberia,Import Quantity,Maize and products,1965,0
Liberia,Import Quantity,Maize and products,1970,1000
Liberia,Import Quantity,Maize and products,1975,0
Liberia,Import Quantity,Maize and products,1980,1000
Liberia,Import Quantity,Maize and products,1985,1000
Liberia,Import Quantity,Maize and products,1990,1000
Liberia,Import Quantity,Maize and products,1995,38000
Liberia,Import Quantity,Maize and products,2000,78000
Liberia,Import Quantity,Maize and products,2005,53000
Liberia,Import Quantity,Maize and products,2010,1000
Liberia,Import Quantity,Maize and products,2011,15000
Liberia,Import Quantity,Maize and products,2012,15000
Liberia,Import Quantity,Maize and products,2013,16000
Lithuania,Total Population - Both sexes,Population,1995,3628000
Lithuania,Total Population - Both sexes,Population,2000,3498000
Lithuania,Total Population - Both sexes,Population,2005,3287000
Lithuania,Total Population - Both sexes,Population,2010,3068000
Lithuania,Total Population - Both sexes,Population,2011,3044000
Lithuania,Total Population - Both sexes,Population,2012,3028000
Lithuania,Total Population - Both sexes,Population,2013,3017000
Lithuania,Production,Wheat and products,1995,637000
Lithuania,Production,Wheat and products,2000,1238000
Lithuania,Production,Wheat and products,2005,1379000
Lithuania,Production,Wheat and products,2010,1710000
Lithuania,Production,Wheat and products,2011,1869000
Lithuania,Production,Wheat and products,2012,2999000
Lithuania,Production,Wheat and products,2013,2871000
Lithuania,Import Quantity,Wheat and products,1995,74000
Lithuania,Import Quantity,Wheat and products,2000,25000
Lithuania,Import Quantity,Wheat and products,2005,60000
Lithuania,Import Quantity,Wheat and products,2010,180000
Lithuania,Import Quantity,Wheat and products,2011,151000
Lithuania,Import Quantity,Wheat and products,2012,244000
Lithuania,Import Quantity,Wheat and products,2013,142000
Lithuania,Import Quantity,Rice (Milled Equivalent),1995,5000
Lithuania,Import Quantity,Rice (Milled Equivalent),2000,12000
Lithuania,Import Quantity,Rice (Milled Equivalent),2005,12000
Lithuania,Import Quantity,Rice (Milled Equivalent),2010,13000
Lithuania,Import Quantity,Rice (Milled Equivalent),2011,15000
Lithuania,Import Quantity,Rice (Milled Equivalent),2012,13000
Lithuania,Import Quantity,Rice (Milled Equivalent),2013,14000
Lithuania,Production,Barley and products,1995,892000
Lithuania,Production,Barley and products,2000,860000
Lithuania,Production,Barley and products,2005,948000
Lithuania,Production,Barley and products,2010,550000
Lithuania,Production,Barley and products,2011,760000
Lithuania,Production,Barley and products,2012,742000
Lithuania,Production,Barley and products,2013,686000
Lithuania,Import Quantity,Barley and products,1995,106000
Lithuania,Import Quantity,Barley and products,2000,105000
Lithuania,Import Quantity,Barley and products,2005,52000
Lithuania,Import Quantity,Barley and products,2010,14000
Lithuania,Import Quantity,Barley and products,2011,81000
Lithuania,Import Quantity,Barley and products,2012,46000
Lithuania,Import Quantity,Barley and products,2013,65000
Lithuania,Production,Maize and products,1995,0
Lithuania,Production,Maize and products,2000,0
Lithuania,Production,Maize and products,2005,5000
Lithuania,Production,Maize and products,2010,48000
Lithuania,Production,Maize and products,2011,72000
Lithuania,Production,Maize and products,2012,79000
Lithuania,Production,Maize and products,2013,127000
Lithuania,Import Quantity,Maize and products,1995,23000
Lithuania,Import Quantity,Maize and products,2000,35000
Lithuania,Import Quantity,Maize and products,2005,28000
Lithuania,Import Quantity,Maize and products,2010,33000
Lithuania,Import Quantity,Maize and products,2011,92000
Lithuania,Import Quantity,Maize and products,2012,88000
Lithuania,Import Quantity,Maize and products,2013,153000
Lithuania,Import Quantity,Millet and products,1995,0
Lithuania,Import Quantity,Millet and products,2000,0
Lithuania,Import Quantity,Millet and products,2005,0
Lithuania,Import Quantity,Millet and products,2010,0
Lithuania,Import Quantity,Millet and products,2011,0
Lithuania,Import Quantity,Millet and products,2012,0
Lithuania,Import Quantity,Millet and products,2013,0
Luxembourg,Total Population - Both sexes,Population,2000,436000
Luxembourg,Total Population - Both sexes,Population,2005,458000
Luxembourg,Total Population - Both sexes,Population,2010,508000
Luxembourg,Total Population - Both sexes,Population,2011,516000
Luxembourg,Total Population - Both sexes,Population,2012,524000
Luxembourg,Total Population - Both sexes,Population,2013,530000
Luxembourg,Production,Wheat and products,2000,61000
Luxembourg,Production,Wheat and products,2005,72000
Luxembourg,Production,Wheat and products,2010,83000
Luxembourg,Production,Wheat and products,2011,77000
Luxembourg,Production,Wheat and products,2012,79000
Luxembourg,Production,Wheat and products,2013,91000
Luxembourg,Import Quantity,Wheat and products,2000,66000
Luxembourg,Import Quantity,Wheat and products,2005,65000
Luxembourg,Import Quantity,Wheat and products,2010,112000
Luxembourg,Import Quantity,Wheat and products,2011,123000
Luxembourg,Import Quantity,Wheat and products,2012,157000
Luxembourg,Import Quantity,Wheat and products,2013,161000
Luxembourg,Import Quantity,Rice (Milled Equivalent),2000,1000
Luxembourg,Import Quantity,Rice (Milled Equivalent),2005,1000
Luxembourg,Import Quantity,Rice (Milled Equivalent),2010,2000
Luxembourg,Import Quantity,Rice (Milled Equivalent),2011,3000
Luxembourg,Import Quantity,Rice (Milled Equivalent),2012,2000
Luxembourg,Import Quantity,Rice (Milled Equivalent),2013,2000
Luxembourg,Production,Barley and products,2000,54000
Luxembourg,Production,Barley and products,2005,53000
Luxembourg,Production,Barley and products,2010,43000
Luxembourg,Production,Barley and products,2011,38000
Luxembourg,Production,Barley and products,2012,38000
Luxembourg,Production,Barley and products,2013,42000
Luxembourg,Import Quantity,Barley and products,2000,10000
Luxembourg,Import Quantity,Barley and products,2005,17000
Luxembourg,Import Quantity,Barley and products,2010,13000
Luxembourg,Import Quantity,Barley and products,2011,13000
Luxembourg,Import Quantity,Barley and products,2012,17000
Luxembourg,Import Quantity,Barley and products,2013,15000
Luxembourg,Production,Maize and products,2000,2000
Luxembourg,Production,Maize and products,2005,2000
Luxembourg,Production,Maize and products,2010,3000
Luxembourg,Production,Maize and products,2011,2000
Luxembourg,Production,Maize and products,2012,2000
Luxembourg,Production,Maize and products,2013,2000
Luxembourg,Import Quantity,Maize and products,2000,3000
Luxembourg,Import Quantity,Maize and products,2005,6000
Luxembourg,Import Quantity,Maize and products,2010,7000
Luxembourg,Import Quantity,Maize and products,2011,9000
Luxembourg,Import Quantity,Maize and products,2012,10000
Luxembourg,Import Quantity,Maize and products,2013,11000
Luxembourg,Import Quantity,Millet and products,2000,0
Luxembourg,Import Quantity,Millet and products,2005,0
Luxembourg,Import Quantity,Millet and products,2010,0
Luxembourg,Import Quantity,Millet and products,2011,0
Luxembourg,Import Quantity,Millet and products,2012,0
Luxembourg,Import Quantity,Millet and products,2013,0
Madagascar,Total Population - Both sexes,Population,1965,5769000
Madagascar,Total Population - Both sexes,Population,1970,6576000
Madagascar,Total Population - Both sexes,Population,1975,7576000
Madagascar,Total Population - Both sexes,Population,1980,8747000
Madagascar,Total Population - Both sexes,Population,1985,9981000
Madagascar,Total Population - Both sexes,Population,1990,11546000
Madagascar,Total Population - Both sexes,Population,1995,13453000
Madagascar,Total Population - Both sexes,Population,2000,15745000
Madagascar,Total Population - Both sexes,Population,2005,18290000
Madagascar,Total Population - Both sexes,Population,2010,21080000
Madagascar,Total Population - Both sexes,Population,2011,21679000
Madagascar,Total Population - Both sexes,Population,2012,22294000
Madagascar,Total Population - Both sexes,Population,2013,22925000
Madagascar,Production,Wheat and products,1965,0
Madagascar,Production,Wheat and products,1970,0
Madagascar,Production,Wheat and products,1975,0
Madagascar,Production,Wheat and products,1980,0
Madagascar,Production,Wheat and products,1985,0
Madagascar,Production,Wheat and products,1990,5000
Madagascar,Production,Wheat and products,1995,14000
Madagascar,Production,Wheat and products,2000,9000
Madagascar,Production,Wheat and products,2005,13000
Madagascar,Production,Wheat and products,2010,12000
Madagascar,Production,Wheat and products,2011,10000
Madagascar,Production,Wheat and products,2012,10000
Madagascar,Production,Wheat and products,2013,5000
Madagascar,Import Quantity,Wheat and products,1965,26000
Madagascar,Import Quantity,Wheat and products,1970,33000
Madagascar,Import Quantity,Wheat and products,1975,14000
Madagascar,Import Quantity,Wheat and products,1980,36000
Madagascar,Import Quantity,Wheat and products,1985,32000
Madagascar,Import Quantity,Wheat and products,1990,73000
Madagascar,Import Quantity,Wheat and products,1995,89000
Madagascar,Import Quantity,Wheat and products,2000,106000
Madagascar,Import Quantity,Wheat and products,2005,110000
Madagascar,Import Quantity,Wheat and products,2010,152000
Madagascar,Import Quantity,Wheat and products,2011,176000
Madagascar,Import Quantity,Wheat and products,2012,182000
Madagascar,Import Quantity,Wheat and products,2013,199000
Madagascar,Production,Rice (Milled Equivalent),1965,1060000
Madagascar,Production,Rice (Milled Equivalent),1970,1298000
Madagascar,Production,Rice (Milled Equivalent),1975,1315000
Madagascar,Production,Rice (Milled Equivalent),1980,1407000
